accuracy,precision_condition_1,recall_condition_1,f1_condition_1,medical_cost,roc_auc,true_negatives,false_positives,false_negatives,true_positives,fold,repeat,fold_in_repeat,train_condition_1_pct,validation_condition_1_pct
0.8125,0.782608695652174,0.8181818181818182,0.8,0.5208333333333334,0.9300699300699301,21.0,5.0,4.0,18.0,1,1,1,46.03174603174603,45.83333333333333
0.8125,0.8095238095238095,0.7727272727272727,0.7906976744186046,0.6041666666666666,0.8854895104895105,22.0,4.0,5.0,17.0,2,1,2,46.03174603174603,45.83333333333333
0.8297872340425532,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.3404255319148936,0.9063636363636364,19.0,6.0,2.0,20.0,3,1,3,45.78947368421053,46.808510638297875
0.6808510638297872,0.7692307692307693,0.45454545454545453,0.5714285714285714,1.3404255319148937,0.8363636363636364,22.0,3.0,12.0,10.0,4,1,4,45.78947368421053,46.808510638297875
0.851063829787234,0.9375,0.7142857142857143,0.8108108108108109,0.6595744680851063,0.9157509157509157,25.0,1.0,6.0,15.0,5,1,5,46.31578947368421,44.680851063829785
0.6875,0.6666666666666666,0.6363636363636364,0.6511627906976745,0.9791666666666666,0.729020979020979,19.0,7.0,8.0,14.0,6,2,1,46.03174603174603,45.83333333333333
0.875,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.375,0.8951048951048951,23.0,3.0,3.0,19.0,7,2,2,46.03174603174603,45.83333333333333
0.8936170212765957,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.2765957446808511,0.9263636363636364,22.0,3.0,2.0,20.0,8,2,3,45.78947368421053,46.808510638297875
0.851063829787234,0.9411764705882353,0.7272727272727273,0.8205128205128205,0.6595744680851063,0.9054545454545454,24.0,1.0,6.0,16.0,9,2,4,45.78947368421053,46.808510638297875
0.7872340425531915,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.8085106382978723,0.8406593406593407,23.0,3.0,7.0,14.0,10,2,5,46.31578947368421,44.680851063829785
0.7916666666666666,0.875,0.6363636363636364,0.7368421052631579,0.875,0.8881118881118881,24.0,2.0,8.0,14.0,11,3,1,46.03174603174603,45.83333333333333
0.8333333333333334,0.7916666666666666,0.8636363636363636,0.8260869565217391,0.4166666666666667,0.9003496503496503,21.0,5.0,3.0,19.0,12,3,2,46.03174603174603,45.83333333333333
0.7021276595744681,0.8333333333333334,0.45454545454545453,0.5882352941176471,1.3191489361702127,0.8545454545454545,23.0,2.0,12.0,10.0,13,3,3,45.78947368421053,46.808510638297875
0.851063829787234,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.40425531914893614,0.9309090909090909,21.0,4.0,3.0,19.0,14,3,4,45.78947368421053,46.808510638297875
0.6170212765957447,0.5483870967741935,0.8095238095238095,0.6538461538461539,0.723404255319149,0.7747252747252747,12.0,14.0,4.0,17.0,15,3,5,46.31578947368421,44.680851063829785
0.7083333333333334,0.7222222222222222,0.5909090909090909,0.65,1.0416666666666667,0.8216783216783217,21.0,5.0,9.0,13.0,16,4,1,46.03174603174603,45.83333333333333
0.7916666666666666,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.625,0.8942307692307692,21.0,5.0,5.0,17.0,17,4,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8571428571428571,0.8181818181818182,0.8372093023255814,0.48936170212765956,0.8836363636363637,22.0,3.0,4.0,18.0,18,4,3,45.78947368421053,46.808510638297875
