train_size,train_recall_mean,train_recall_std,validation_recall_mean,validation_recall_std
37,0.7794590643274855,0.04367315369673081,0.7155844155844157,0.18003532195926691
75,0.7994116248385699,0.03550166729516116,0.6506493506493507,0.1373956004405096
113,0.8659775910364145,0.01976455830292916,0.7151515151515151,0.16919568818355912
151,0.8454573722297603,0.01931504807913317,0.7056277056277056,0.14822494386445556
189,0.8613205025394279,0.03014982993464663,0.7242424242424241,0.10354151250466598
