train_size,train_recall_mean,train_recall_std,validation_recall_mean,validation_recall_std
37,0.9567251461988304,0.02423551553813113,0.706926406926407,0.19362073774880803
75,0.8944067838754746,0.027339183552105392,0.7610389610389611,0.12719650513756525
113,0.9156876750700281,0.020914672089687017,0.7705627705627706,0.1955672923675338
151,0.9001144843962008,0.01654040391291949,0.7519480519480519,0.1317557910054984
189,0.9052927024859663,0.020749901749992736,0.7515151515151515,0.1210225790770658
