accuracy,precision_condition_1,recall_condition_1,f1_condition_1,medical_cost,roc_auc,true_negatives,false_positives,false_negatives,true_positives,fold,repeat,fold_in_repeat,train_condition_1_pct,validation_condition_1_pct
0.875,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.375,0.9632867132867132,23.0,3.0,3.0,19.0,1,1,1,46.03174603174603,45.83333333333333
0.8125,0.8095238095238095,0.7727272727272727,0.7906976744186046,0.6041666666666666,0.9178321678321678,22.0,4.0,5.0,17.0,2,1,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.40425531914893614,0.9272727272727272,21.0,4.0,3.0,19.0,3,1,3,45.78947368421053,46.808510638297875
0.723404255319149,0.7647058823529411,0.5909090909090909,0.6666666666666666,1.0425531914893618,0.8272727272727273,21.0,4.0,9.0,13.0,4,1,4,45.78947368421053,46.808510638297875
0.8297872340425532,0.8823529411764706,0.7142857142857143,0.7894736842105263,0.6808510638297872,0.8809523809523809,24.0,2.0,6.0,15.0,5,1,5,46.31578947368421,44.680851063829785
0.8333333333333334,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.5,0.8846153846153847,22.0,4.0,4.0,18.0,6,2,1,46.03174603174603,45.83333333333333
0.9166666666666666,0.875,0.9545454545454546,0.9130434782608695,0.16666666666666666,0.951048951048951,23.0,3.0,1.0,21.0,7,2,2,46.03174603174603,45.83333333333333
0.8936170212765957,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.2765957446808511,0.9454545454545455,22.0,3.0,2.0,20.0,8,2,3,45.78947368421053,46.808510638297875
0.8085106382978723,0.8421052631578947,0.7272727272727273,0.7804878048780488,0.7021276595744681,0.8981818181818182,22.0,3.0,6.0,16.0,9,2,4,45.78947368421053,46.808510638297875
0.8085106382978723,0.8,0.7619047619047619,0.7804878048780488,0.6170212765957447,0.901098901098901,22.0,4.0,5.0,16.0,10,2,5,46.31578947368421,44.680851063829785
0.8333333333333334,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.5,0.9213286713286714,22.0,4.0,4.0,18.0,11,3,1,46.03174603174603,45.83333333333333
0.8541666666666666,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.3958333333333333,0.8933566433566434,22.0,4.0,3.0,19.0,12,3,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8947368421052632,0.7727272727272727,0.8292682926829268,0.574468085106383,0.9254545454545454,23.0,2.0,5.0,17.0,13,3,3,45.78947368421053,46.808510638297875
0.9361702127659575,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.23404255319148937,0.9490909090909091,24.0,1.0,2.0,20.0,14,3,4,45.78947368421053,46.808510638297875
0.7872340425531915,0.72,0.8571428571428571,0.782608695652174,0.46808510638297873,0.8901098901098901,19.0,7.0,3.0,18.0,15,3,5,46.31578947368421,44.680851063829785
0.7916666666666666,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.625,0.8846153846153847,21.0,5.0,5.0,17.0,16,4,1,46.03174603174603,45.83333333333333
0.8333333333333334,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.5,0.9493006993006994,22.0,4.0,4.0,18.0,17,4,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.40425531914893614,0.8945454545454546,21.0,4.0,3.0,19.0,18,4,3,45.78947368421053,46.808510638297875
0.9148936170212766,0.95,0.8636363636363636,0.9047619047619048,0.3404255319148936,0.9563636363636363,24.0,1.0,3.0,19.0,19,4,4,45.78947368421053,46.808510638297875
0.8723404255319149,0.9411764705882353,0.7619047619047619,0.8421052631578947,0.5531914893617021,0.9249084249084248,25.0,1.0,5.0,16.0,20,4,5,46.31578947368421,44.680851063829785
0.8541666666666666,0.8571428571428571,0.8181818181818182,0.8372093023255814,0.4791666666666667,0.9318181818181818,23.0,3.0,4.0,18.0,21,5,1,46.03174603174603,45.83333333333333
0.8958333333333334,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.2708333333333333,0.9353146853146853,23.0,3.0,2.0,20.0,22,5,2,46.03174603174603,45.83333333333333
0.8297872340425532,0.8888888888888888,0.7272727272727273,0.8,0.6808510638297872,0.9309090909090909,23.0,2.0,6.0,16.0,23,5,3,45.78947368421053,46.808510638297875
0.723404255319149,0.7647058823529411,0.5909090909090909,0.6666666666666666,1.0425531914893618,0.7927272727272726,21.0,4.0,9.0,13.0,24,5,4,45.78947368421053,46.808510638297875
0.9574468085106383,1.0,0.9047619047619048,0.95,0.2127659574468085,0.9816849816849818,26.0,0.0,2.0,19.0,25,5,5,46.31578947368421,44.680851063829785
0.8125,0.8421052631578947,0.7272727272727273,0.7804878048780488,0.6875,0.8548951048951049,23.0,3.0,6.0,16.0,26,6,1,46.03174603174603,45.83333333333333
0.7916666666666666,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.625,0.8863636363636364,21.0,5.0,5.0,17.0,27,6,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.40425531914893614,0.9418181818181819,21.0,4.0,3.0,19.0,28,6,3,45.78947368421053,46.808510638297875
0.851063829787234,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.40425531914893614,0.9145454545454546,21.0,4.0,3.0,19.0,29,6,4,45.78947368421053,46.808510638297875
0.9148936170212766,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.2553191489361702,0.9468864468864469,24.0,2.0,2.0,19.0,30,6,5,46.31578947368421,44.680851063829785
0.8125,0.782608695652174,0.8181818181818182,0.8,0.5208333333333334,0.9038461538461539,21.0,5.0,4.0,18.0,31,7,1,46.03174603174603,45.83333333333333
0.8958333333333334,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.2708333333333333,0.9405594405594406,23.0,3.0,2.0,20.0,32,7,2,46.03174603174603,45.83333333333333
0.8936170212765957,1.0,0.7727272727272727,0.8717948717948718,0.5319148936170213,0.9254545454545454,25.0,0.0,5.0,17.0,33,7,3,45.78947368421053,46.808510638297875
0.7446808510638298,0.6923076923076923,0.8181818181818182,0.75,0.5957446808510638,0.8636363636363636,17.0,8.0,4.0,18.0,34,7,4,45.78947368421053,46.808510638297875
0.851063829787234,0.9375,0.7142857142857143,0.8108108108108109,0.6595744680851063,0.9212454212454213,25.0,1.0,6.0,15.0,35,7,5,46.31578947368421,44.680851063829785
0.8541666666666666,0.8947368421052632,0.7727272727272727,0.8292682926829268,0.5625,0.9405594405594405,24.0,2.0,5.0,17.0,36,8,1,46.03174603174603,45.83333333333333
0.875,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.2916666666666667,0.9195804195804196,22.0,4.0,2.0,20.0,37,8,2,46.03174603174603,45.83333333333333
0.8297872340425532,0.85,0.7727272727272727,0.8095238095238095,0.5957446808510638,0.8981818181818182,22.0,3.0,5.0,17.0,38,8,3,45.78947368421053,46.808510638297875
0.7446808510638298,0.75,0.6818181818181818,0.7142857142857143,0.851063829787234,0.8927272727272728,20.0,5.0,7.0,15.0,39,8,4,45.78947368421053,46.808510638297875
0.8297872340425532,0.76,0.9047619047619048,0.8260869565217391,0.3404255319148936,0.8717948717948718,20.0,6.0,2.0,19.0,40,8,5,46.31578947368421,44.680851063829785
0.9166666666666666,1.0,0.8181818181818182,0.9,0.4166666666666667,0.993006993006993,26.0,0.0,4.0,18.0,41,9,1,46.03174603174603,45.83333333333333
0.7916666666666666,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.625,0.8723776223776223,21.0,5.0,5.0,17.0,42,9,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8,0.9090909090909091,0.851063829787234,0.3191489361702128,0.9236363636363637,20.0,5.0,2.0,20.0,43,9,3,45.78947368421053,46.808510638297875
0.8723404255319149,0.9,0.8181818181818182,0.8571428571428571,0.46808510638297873,0.8945454545454545,23.0,2.0,4.0,18.0,44,9,4,45.78947368421053,46.808510638297875
0.851063829787234,0.85,0.8095238095238095,0.8292682926829268,0.48936170212765956,0.9340659340659341,23.0,3.0,4.0,17.0,45,9,5,46.31578947368421,44.680851063829785
0.9375,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.22916666666666666,0.951048951048951,25.0,1.0,2.0,20.0,46,10,1,46.03174603174603,45.83333333333333
0.7083333333333334,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.7916666666666666,0.8444055944055944,18.0,8.0,6.0,16.0,47,10,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.40425531914893614,0.9381818181818181,21.0,4.0,3.0,19.0,48,10,3,45.78947368421053,46.808510638297875
0.7872340425531915,0.8,0.7272727272727273,0.7619047619047619,0.723404255319149,0.8727272727272727,21.0,4.0,6.0,16.0,49,10,4,45.78947368421053,46.808510638297875
0.8297872340425532,0.8823529411764706,0.7142857142857143,0.7894736842105263,0.6808510638297872,0.8809523809523809,24.0,2.0,6.0,15.0,50,10,5,46.31578947368421,44.680851063829785
0.8333333333333334,0.8888888888888888,0.7272727272727273,0.8,0.6666666666666666,0.8548951048951049,24.0,2.0,6.0,16.0,51,11,1,46.03174603174603,45.83333333333333
0.8958333333333334,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.3541666666666667,0.9300699300699301,24.0,2.0,3.0,19.0,52,11,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8,0.9090909090909091,0.851063829787234,0.3191489361702128,0.9709090909090909,20.0,5.0,2.0,20.0,53,11,3,45.78947368421053,46.808510638297875
0.7659574468085106,0.7619047619047619,0.7272727272727273,0.7441860465116279,0.7446808510638298,0.8945454545454545,20.0,5.0,6.0,16.0,54,11,4,45.78947368421053,46.808510638297875
0.7872340425531915,0.7391304347826086,0.8095238095238095,0.7727272727272727,0.5531914893617021,0.8846153846153846,20.0,6.0,4.0,17.0,55,11,5,46.31578947368421,44.680851063829785
0.8125,0.782608695652174,0.8181818181818182,0.8,0.5208333333333334,0.8793706293706294,21.0,5.0,4.0,18.0,56,12,1,46.03174603174603,45.83333333333333
0.8541666666666666,0.9411764705882353,0.7272727272727273,0.8205128205128205,0.6458333333333334,0.9353146853146854,25.0,1.0,6.0,16.0,57,12,2,46.03174603174603,45.83333333333333
0.8723404255319149,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.2978723404255319,0.9527272727272726,21.0,4.0,2.0,20.0,58,12,3,45.78947368421053,46.808510638297875
0.8085106382978723,0.8095238095238095,0.7727272727272727,0.7906976744186046,0.6170212765957447,0.8872727272727272,21.0,4.0,5.0,17.0,59,12,4,45.78947368421053,46.808510638297875
0.8085106382978723,0.7727272727272727,0.8095238095238095,0.7906976744186046,0.5319148936170213,0.8846153846153845,21.0,5.0,4.0,17.0,60,12,5,46.31578947368421,44.680851063829785
0.8958333333333334,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.2708333333333333,0.9283216783216783,23.0,3.0,2.0,20.0,61,13,1,46.03174603174603,45.83333333333333
0.8333333333333334,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.5,0.9458041958041958,22.0,4.0,4.0,18.0,62,13,2,46.03174603174603,45.83333333333333
0.8085106382978723,0.8421052631578947,0.7272727272727273,0.7804878048780488,0.7021276595744681,0.8527272727272727,22.0,3.0,6.0,16.0,63,13,3,45.78947368421053,46.808510638297875
0.8297872340425532,0.85,0.7727272727272727,0.8095238095238095,0.5957446808510638,0.879090909090909,22.0,3.0,5.0,17.0,64,13,4,45.78947368421053,46.808510638297875
0.8297872340425532,0.8421052631578947,0.7619047619047619,0.8,0.5957446808510638,0.9358974358974359,23.0,3.0,5.0,16.0,65,13,5,46.31578947368421,44.680851063829785
0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.75,0.8129370629370629,20.0,6.0,6.0,16.0,66,14,1,46.03174603174603,45.83333333333333
0.9166666666666666,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.25,0.9597902097902098,24.0,2.0,2.0,20.0,67,14,2,46.03174603174603,45.83333333333333
0.8085106382978723,0.8095238095238095,0.7727272727272727,0.7906976744186046,0.6170212765957447,0.890909090909091,21.0,4.0,5.0,17.0,68,14,3,45.78947368421053,46.808510638297875
