k,inertia,silhouette,davies_bouldin,calinski_harabasz,adjusted_rand_index_condition,normalized_mutual_information_condition,condition_1_pct_min_cluster,condition_1_pct_max_cluster,condition_1_pct_range
2,2049.743942685436,0.16822356303034341,2.0747191648996623,65.26768991644839,0.24915987198304793,0.18893255848421184,22.435897435897438,72.3404255319149,49.904528096017465
3,1871.5174657859916,0.12225009371629747,2.27581750727747,49.619397409200886,0.19372993026669114,0.1805315040798595,17.346938775510203,82.82828282828282,65.48134405277261
5,1684.7484718012504,0.10194994402544674,2.4112731712243285,35.46526946204847,0.1527162161524154,0.1617146014679985,12.941176470588237,83.5820895522388,70.64091308165057
