k,silhouette,davies_bouldin,calinski_harabasz
2,0.15615470636724024,2.07571743562662,47.12617432954302
3,0.10787898112903163,2.719311836752612,37.99539417445903
4,0.07970097849734883,2.495984738386361,32.36443053098321
5,0.08265258047292616,2.472180216715898,28.407182500783083
6,0.08028888762904307,2.3194685917833344,25.777700717859016
