train_size,train_recall_mean,train_recall_std,validation_recall_mean,validation_recall_std
37,0.9461988304093566,0.037250589834365105,0.7333333333333333,0.1785051693942199
75,0.9707946172841808,0.019241732879204,0.7783549783549784,0.09998500665321333
113,0.9733809523809525,0.016913478637973555,0.7242424242424242,0.16507504484805877
151,0.9636278833107191,0.01343323466867402,0.7787878787878787,0.14075423227264963
189,0.967682437850842,0.009578626947209614,0.7974025974025973,0.08558136092138491
