train_size,train_recall_mean,train_recall_std,validation_recall_mean,validation_recall_std
37,0.935672514619883,0.043713205812064476,0.7350649350649351,0.1955289585232428
75,0.8825778685361229,0.008303458063611473,0.8164502164502163,0.07197417230495101
113,0.8884467787114847,0.026853884436082408,0.8069264069264068,0.11858825185809047
151,0.8726933514246948,0.017313180137404537,0.8160173160173161,0.08660713863092015
189,0.8637262763966854,0.012767150363423256,0.8160173160173161,0.0663447278094983
