accuracy,precision_condition_1,recall_condition_1,f1_condition_1,medical_cost,roc_auc,true_negatives,false_positives,false_negatives,true_positives,fold,repeat,fold_in_repeat,train_condition_1_pct,validation_condition_1_pct
0.9375,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.22916666666666666,0.9772727272727273,25.0,1.0,2.0,20.0,1,1,1,46.03174603174603,45.83333333333333
0.8541666666666666,0.8947368421052632,0.7727272727272727,0.8292682926829268,0.5625,0.9458041958041958,24.0,2.0,5.0,17.0,2,1,2,46.03174603174603,45.83333333333333
0.8297872340425532,0.7916666666666666,0.8636363636363636,0.8260869565217391,0.425531914893617,0.9163636363636364,20.0,5.0,3.0,19.0,3,1,3,45.78947368421053,46.808510638297875
0.8085106382978723,0.8095238095238095,0.7727272727272727,0.7906976744186046,0.6170212765957447,0.8454545454545455,21.0,4.0,5.0,17.0,4,1,4,45.78947368421053,46.808510638297875
0.851063829787234,0.9375,0.7142857142857143,0.8108108108108109,0.6595744680851063,0.9175824175824177,25.0,1.0,6.0,15.0,5,1,5,46.31578947368421,44.680851063829785
0.8125,0.782608695652174,0.8181818181818182,0.8,0.5208333333333334,0.8916083916083916,21.0,5.0,4.0,18.0,6,2,1,46.03174603174603,45.83333333333333
0.9166666666666666,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.25,0.9440559440559441,24.0,2.0,2.0,20.0,7,2,2,46.03174603174603,45.83333333333333
0.8936170212765957,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.2765957446808511,0.9418181818181818,22.0,3.0,2.0,20.0,8,2,3,45.78947368421053,46.808510638297875
0.851063829787234,0.8947368421052632,0.7727272727272727,0.8292682926829268,0.574468085106383,0.9090909090909091,23.0,2.0,5.0,17.0,9,2,4,45.78947368421053,46.808510638297875
0.8723404255319149,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.3829787234042553,0.8937728937728937,23.0,3.0,3.0,18.0,10,2,5,46.31578947368421,44.680851063829785
0.8541666666666666,0.8571428571428571,0.8181818181818182,0.8372093023255814,0.4791666666666667,0.9230769230769231,23.0,3.0,4.0,18.0,11,3,1,46.03174603174603,45.83333333333333
0.8958333333333334,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.3541666666666667,0.9090909090909091,24.0,2.0,3.0,19.0,12,3,2,46.03174603174603,45.83333333333333
0.851063829787234,0.8947368421052632,0.7727272727272727,0.8292682926829268,0.574468085106383,0.92,23.0,2.0,5.0,17.0,13,3,3,45.78947368421053,46.808510638297875
0.9148936170212766,0.95,0.8636363636363636,0.9047619047619048,0.3404255319148936,0.9581818181818181,24.0,1.0,3.0,19.0,14,3,4,45.78947368421053,46.808510638297875
0.8085106382978723,0.7727272727272727,0.8095238095238095,0.7906976744186046,0.5319148936170213,0.9084249084249084,21.0,5.0,4.0,17.0,15,3,5,46.31578947368421,44.680851063829785
0.7291666666666666,0.68,0.7727272727272727,0.723404255319149,0.6875,0.8706293706293706,18.0,8.0,5.0,17.0,16,4,1,46.03174603174603,45.83333333333333
