train_size,train_recall_mean,train_recall_std,validation_recall_mean,validation_recall_std
37,0.8551169590643275,0.07472676880745611,0.6974025974025975,0.22142761929947258
75,0.819890608220779,0.04922928889697795,0.6597402597402597,0.16811787381889448
113,0.8833347338935574,0.04280327508435658,0.7051948051948053,0.12359857001750767
151,0.8880794889190412,0.03566922651801766,0.6874458874458875,0.15718071646310672
189,0.8404971932638332,0.05887031622122309,0.7238095238095237,0.09545430004582131
